Institution ,  Course ,  Type ,  Study  Mode ,  Foundation  Year(s) ,  Sandwich  Year(s) ,  Total  years ,  Salary  (6  months  after) ,  Median  Tariff 
10007851,Data  Science  with  Industrial  Year,BSc,FullTime,1,2,4,23000,117.76923076923077
10007851,Diagnostic  Radiography,BSc,FullTime,0,0,3,22000,135.5
10007851,Early  Childhood  Studies  (with  Practitioner  Options),BA,FullTime,1,0,3,16000,96
10007851,Early  Childhood  Studies  (with  Practitioner  Options),BA,PartTime,1,0,,21000,0
10007851,Early  Childhood  Studies  and  American  Studies,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Architectural  Design,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Biology,BA/BSc,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Creative  &  Professional  Writing,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Criminology,BA/BSc,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Dance  &  Movement  Studies,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Education  Studies,BA,FullTime,1,1,3,16000,101.0
10007851,Early  Childhood  Studies  and  Education  Studies,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  English,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  English  Language,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Geography,BA/BSc,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Geology,BA/BSc,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Law,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Mathematics,BA/BSc,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Media  Studies,BA,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  and  Zoology,BA/BSc,PartTime,1,1,,21000,0
10007851,Early  Childhood  Studies  with  Foundation  Year,BA,FullTime,2,0,4,16000,105.70588235294117
10007851,Economics  and  Accounting,BA,PartTime,1,1,,30000,0
10007851,Economics  and  Business  Management,BA,PartTime,1,1,,32000,0
10007851,Economics  and  Education  Studies,BA,PartTime,1,1,,21000,0
10007851,Economics  and  Finance,BSc,FullTime,1,1,3,20000,101.0
10007851,Economics  and  Finance  with  Foundation  Year,BSc,FullTime,2,1,4,20000,101.0
10007851,Economics  and  Marketing,BA,PartTime,1,1,,30000,0
10007851,Economics  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,Economics  for  Business,BA,FullTime,1,1,3,21000,103.89473684210526
10007851,Economics  for  Business,BA,PartTime,1,1,,32000,0
10007851,Economics  for  Business  with  Foundation  Year,BA,FullTime,2,1,4,21000,103.89473684210526
10007851,Education  (in  Curriculum  enhancement)  with  Qualified  Teacher  Status,MEd,FullTime,0,0,4,22000,120.33333333333333
10007851,Education  Studies  (with  Optional  Pathway  in  SEND  TESOL  or  Career  Development),BA,FullTime,1,0,3,16000,105.375
10007851,Education  Studies  (with  Optional  Pathway  in  SEND  TESOL  or  Career  Development),BA,PartTime,1,0,,21000,0
10007851,Education  Studies  and  American  Studies,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Creative  &  Professional  Writing,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  English,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Film  &  Television  Studies,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Geology,BA/BSc,PartTime,1,1,,21000,0
10007851,Education  Studies  and  International  Relations  &  Diplomacy,BA/BSc,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Law,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Photography,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Popular  Music  in  Society,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Property  Development,BA/BSc,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Publishing,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Social  Policy,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Sociology,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Television  Production,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  and  Theatre  Studies,BA,PartTime,1,1,,21000,0
10007851,Education  Studies  with  Foundation  Year,BA,FullTime,2,0,4,16000,105.70588235294117
10007851,Electrical  and  Electronic  Engineering,BSc,FullTime,1,1,3,26000,96
10007851,Electrical  and  Electronic  Engineering,BEng,FullTime,1,1,3,26000,118.0
10007851,Electrical  and  Electronic  Engineering,FDEng,PartTime,1,0,,28500,0
10007851,Electrical  and  Electronic  Engineering,BSc,PartTime,1,1,,30000,0
10007851,Electrical  and  Electronic  Engineering  with  Industrial  Year,BEng,FullTime,1,2,4,26000,96
10007851,Engineering  Planning  and  Control,FDEng,PartTime,0,0,,26500,0
10007851,English,BA,FullTime,1,0,3,17000,92.5
10007851,English,MLit,FullTime,0,0,4,17000,92.5
10007851,English  and  Marketing,BA,PartTime,1,1,,30000,0
10007851,English  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,English  Language  and  Business  Management,BA,PartTime,1,1,,32000,0
10007851,English  Language  and  Education  Studies,BA,PartTime,1,1,,21000,0
10007851,English  Language  and  Marketing,BA,PartTime,1,1,,30000,0
10007851,English  Language  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,English  Literature  and  Language  (with  optional  TESOL  Pathway),BA,FullTime,1,0,3,17000,92.5
10007851,English  Literature  and  Language  with  Foundation  Year  (with  optional  TESOL  Pathway),BA,FullTime,2,0,4,17000,92.5
10007851,English  with  Foundation  Year,BA,FullTime,2,0,4,17000,80
10007851,Environmental  Hazards  and  Business  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,Environmental  Hazards  and  Education  Studies,BA/BSc,PartTime,1,1,,21000,0
10007851,Event  Management,BA,PartTime,0,0,,30000,0
10007851,Event  Management,BA,FullTime,0,1,3,20000,112
10007851,Event  Management  with  Placement  Year,BA,FullTime,0,2,4,20000,121.0
10007851,Fashion,BA,FullTime,1,1,3,18000,120.33333333333333
10007851,Fashion  and  Fashion  Marketing,BA,FullTime,0,1,3,18000,118.42857142857143
10007851,Film  &  Television  Studies  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,Film  Production,BA,FullTime,1,1,3,16000,118.0
10007851,Finance,BSc,FullTime,1,1,3,20000,80
10007851,Finance,BSc,PartTime,1,1,,30000,0
10007851,Finance  with  Foundation  Year,BSc,FullTime,2,1,4,20000,80
10007851,Fine  Art,BA,FullTime,1,0,3,17000,119.5
10007851,Forensic  Science,BSc,FullTime,1,0,3,17000,92.0
10007851,Forensic  Science  with  Criminology,BSc,FullTime,1,0,3,17000,121.375
10007851,Forensic  Science  with  Criminology  with  Foundation  Year,BSc,FullTime,2,0,4,17000,102.25
10007851,Forensic  Science  with  Foundation  Year,BSc,FullTime,2,0,4,17000,102.25
10007851,Forensic  Science  with  Psychology,BSc,FullTime,1,0,3,17000,89.0
10007851,Forensic  Science  with  Psychology  with  Foundation  Year,BSc,FullTime,2,0,4,17000,102.25
10007851,Geography,BSc,FullTime,1,0,3,18000,92.85714285714286
10007851,Geography  and  Human  Resource  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,Geography  and  Popular  Music  Production,BA/BSc,PartTime,1,1,,33000,0
10007851,Geography  with  Foundation  Year,BSc,FullTime,2,0,4,18000,92.79411764705883
10007851,Geology,BSc,FullTime,1,0,3,18000,101.0
10007851,Geology  and  Marketing,BA/BSc,PartTime,1,1,,30000,0
10007851,Geology  and  Psychology,BSc,PartTime,1,1,,23000,0
10007851,Geology  with  Foundation  Year,BSc,FullTime,2,0,4,18000,99.75
10007851,Global  Development  and  Business  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,Global  Development  and  Early  Childhood  Studies,BA/BSc,PartTime,1,1,,21000,0
10007851,Global  Development  and  Education  Studies,BA/BSc,PartTime,1,1,,21000,0
10007851,Global  Development  and  Psychology,BSc,PartTime,1,1,,23000,0
10007851,Graphic  Design,MDes,FullTime,1,0,4,18000,118.42857142857143
10007851,Graphic  Design,BA,FullTime,1,0,3,18000,108.5
10007851,Health  and  Social  Care,BA,FullTime,1,0,3,24000,106.0
10007851,Health  and  Social  Care  with  Foundation  Year,BA,FullTime,2,0,4,24000,113.15384615384616
10007851,History,BA,FullTime,1,0,3,18000,90.0
10007851,History,MHist,FullTime,0,0,4,18000,92.5
10007851,History  and  Education  Studies,BA,PartTime,1,1,,21000,0
10007851,History  and  Human  Resource  Management,BA,PartTime,1,1,,32000,0
10007851,History  and  Marketing,BA,PartTime,1,1,,30000,0
10007851,History  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,History  with  Foundation  Year,BA,FullTime,2,0,4,18000,92.5
10007851,Human  Biology,BSc,FullTime,1,0,3,22000,93.125
10007851,Human  Biology  with  Foundation  Year,BSc,FullTime,2,0,4,22000,91.25
10007851,Human  Resource  Management  and  American  Studies,BA,PartTime,1,1,,32000,0
10007851,Human  Resource  Management  and  Sociology,BA,PartTime,1,1,,32000,0
10007851,Human  Resource  Management  and  Theatre  Studies,BA,PartTime,1,1,,32000,0
10007851,Illustration,BA,FullTime,1,0,3,18000,137.0
10007851,Illustration,MDes,FullTime,1,0,4,18000,118.42857142857143
10007851,Information  Technology,BSc,FullTime,1,1,3,23000,91.25
10007851,Information  Technology  with  Industrial  Year,BSc,FullTime,1,2,4,23000,117.76923076923077
10007851,Interior  Architecture  and  Venue  Design,BA,FullTime,1,1,3,18000,80
10007851,Interior  Design,BA,FullTime,0,0,3,18000,118.42857142857143
10007851,International  Business,BA,FullTime,1,1,3,20000,101.0
10007851,International  Business  and  Finance,BA,FullTime,1,1,3,20000,101.0
10007851,International  Business  and  Finance  with  Foundation  Year,BA,FullTime,2,1,4,20000,101.0
10007851,International  Business  with  Foundation  Year,BA,FullTime,2,1,4,20000,101.0
10007851,International  Hospitality  Management,BA,PartTime,0,0,,30000,0
10007851,International  Hospitality  Management,BA,FullTime,0,1,3,20000,117.0
10007851,International  Hospitality  Management  with  Placement  Year,BA,FullTime,0,2,4,20000,121.0
10007851,International  Relations  &  Diplomacy  (with  optional  year  in  Hague),BA,FullTime,1,0,3,20000,80
10007851,International  Relations  &  Diplomacy  and  Business  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,International  Relations  &  Diplomacy  and  Human  Resource  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,International  Relations  &  Diplomacy  and  Marketing,BA/BSc,PartTime,1,1,,30000,0
10007851,International  Relations  &  Diplomacy  and  Psychology,BSc,PartTime,1,1,,23000,0
10007851,International  Spa  Management,BSc,FullTime,0,1,3,20000,115.0
10007851,International  Spa  Management,BSc,PartTime,0,0,,30000,0
10007851,International  Spa  Management  with  Placement  Year,BSc,FullTime,0,2,4,20000,121.0
10007851,International  Tourism  Management,BA,PartTime,0,0,,30000,0
10007851,International  Tourism  Management,BA,FullTime,1,1,3,20000,121.0
10007851,International  Tourism  Management  with  Placement  Year,BA,FullTime,0,2,4,20000,121.0
10007851,Journalism  and  Business  Management,BA,PartTime,1,1,,32000,0
10007851,Law,LLB,FullTime,0,1,3,18000,112.5
10007851,Law  and  Marketing,BA,PartTime,1,1,,30000,0
10007851,Law  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,Law  with  Criminology,LLB,FullTime,0,1,3,18000,123.25
10007851,Logistics  and  Supply  Chain  Management,BSc,FullTime,1,1,3,20000,101.0
10007851,Logistics  and  Supply  Chain  Management,BSc,PartTime,1,1,,30000,0
10007851,Logistics  and  Supply  Chain  Management  with  Foundation  Year,BSc,FullTime,2,1,4,20000,101.0
10007851,Manufacturing  and  Production  Engineering,BEng,FullTime,1,1,3,26000,92.3529411764706
10007851,Manufacturing  and  Production  Engineering,BEng,PartTime,1,1,,32000,0
10007851,Manufacturing  and  Production  Engineering  with  Industrial  Year,BEng,FullTime,1,2,4,26000,92.3529411764706
10007851,Marketing  (Consumer  Psychology),BSc,FullTime,1,1,3,19000,96
10007851,Marketing  (Consumer  Psychology),BSc,PartTime,1,1,,30000,0
10007851,Marketing  (Consumer  Psychology)  with  Foundation  Year,BSc,FullTime,2,1,4,19000,96
10007851,Marketing  (Digital),BSc,FullTime,1,1,3,19000,96
10007851,Marketing  (Digital),BSc,PartTime,1,1,,30000,0
10007851,Marketing  (Digital)  with  Foundation  Year,BSc,FullTime,2,1,4,19000,96
10007851,Marketing  (PR  and  Advertising),BA,FullTime,1,1,3,19000,115.75
10007851,Marketing  (PR  and  Advertising),BA,PartTime,1,1,,30000,0
10007851,Marketing  (PR  and  Advertising)  with  Foundation  Year,BA,FullTime,2,1,4,19000,96
10007851,Marketing  and  Environmental  Hazards,BA/BSc,PartTime,1,1,,30000,0
10007851,Marketing  and  Photography,BA,PartTime,1,1,,30000,0
10007851,Marketing  and  Popular  Music  in  Society,BA,PartTime,1,1,,30000,0
10007851,Marketing  and  Publishing,BA,PartTime,1,1,,30000,0
10007851,Marketing  and  Sociology,BA,PartTime,1,1,,30000,0
10007851,Marketing  and  Theatre  Studies,BA,PartTime,1,1,,30000,0
10007851,Marketing  and  Zoology,BA/BSc,PartTime,1,1,,30000,0
10007851,Mathematics  and  Business  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,Mathematics  and  Human  Resource  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,Mechanical  and  Manufacturing  Engineering,FdSc,PartTime,1,0,,26500,0
10007851,Mechanical  and  Manufacturing  Engineering,BEng,FullTime,1,1,3,26000,92.3529411764706
10007851,Mechanical  and  Manufacturing  Engineering,BEng,PartTime,1,1,,32000,0
10007851,Mechanical  Engineering,BEng,FullTime,1,1,3,26000,96
10007851,Mechanical  Engineering,BEng,PartTime,1,1,,32000,0
10007851,Mechanical  Engineering,MEng,FullTime,0,1,4,26000,92.3529411764706
10007851,Mechanical  Engineering  with  Industrial  Year,BEng,FullTime,1,2,4,26000,92.3529411764706
10007851,Media  Studies  and  Education  Studies,BA,PartTime,1,1,,21000,0
10007851,Media  Studies  and  Human  Resource  Management,BA,PartTime,1,1,,32000,0
10007851,Media  Studies  and  Marketing,BA,PartTime,1,1,,30000,0
10007851,Media  Studies  and  Popular  Music  Production,BA,PartTime,1,1,,33000,0
10007851,Media  Studies  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,Motorsport  and  Motorcycle  Manufacturing  Engineering,BEng,FullTime,1,1,3,26000,92.3529411764706
10007851,Motorsport  and  Motorcycle  Manufacturing  Engineering,BEng,PartTime,1,1,,32000,0
10007851,Motorsport  Engineering,BEng,FullTime,1,1,3,26000,96
10007851,Motorsport  Engineering,FDEng,PartTime,1,0,,26500,0
10007851,Motorsport  Engineering,BEng,PartTime,1,1,,32000,0
10007851,Motorsport  Engineering,MEng,FullTime,0,1,4,26000,92.3529411764706
10007851,Music  Technology  and  Production,BSc,FullTime,1,1,3,26000,122.0
10007851,Nursing  (Adult),BSc,FullTime,0,0,3,22000,113.30434782608695
10007851,Nursing  (Adult),BSc,FullTime,0,0,3,22000,113.30434782608695
10007851,Nursing  (Mental  Health),BSc,FullTime,0,0,3,22000,122.0
10007851,Occupational  Therapy,BSc,FullTime,0,0,3,22000,130.5
10007851,Outdoor  Activity  Leadership,FDA,PartTime,0,0,,27000,0
10007851,Outdoor  Leadership  and  Management,BA,FullTime,1,1,3,17000,109.57142857142857
10007851,Performance  Analysis  and  Coaching  Science,BSc,FullTime,1,0,3,17000,109.57142857142857
10007851,Performance  Analysis  and  Coaching  Science  with  Foundation  Year,BSc,FullTime,2,0,4,17000,109.57142857142857
10007851,Photography,BA,FullTime,1,1,3,16000,96
10007851,Photography  and  Popular  Music  Production,BA,PartTime,1,1,,33000,0
10007851,Photography  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,Physical  Activity  Nutrition  &  Health  with  Foundation  Year,BSc,FullTime,2,0,4,17000,109.57142857142857
10007851,Physical  Activity  Nutrition  and  Health,BSc,FullTime,1,0,3,17000,109.57142857142857
10007851,Policing,BA,FullTime,1,0,3,21000,103.89473684210526
10007851,Politics  and  Business  Management,BA,PartTime,1,1,,32000,0
10007851,Politics  and  International  Relations  &  Diplomacy,BA/BSc,FullTime,1,1,3,20000,80
10007851,Politics  and  Popular  Music  Production,BA,PartTime,1,1,,33000,0
10007851,Popular  Music  in  Society  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,Popular  Music  Production  and  Creative  &  Professional  Writing,BA,PartTime,1,1,,33000,0
10007851,Popular  Music  Production  and  Sport  &  Exercise  Studies,BA,PartTime,1,1,,33000,0
10007851,Popular  Music  Production  and  Television  Production,BA,PartTime,1,1,,33000,0
10007851,Popular  Music  Production  and  Theatre  Studies,BA,PartTime,1,1,,33000,0
10007851,Popular  Music  with  Music  Technology,BA,FullTime,1,1,3,16000,80
10007851,Primary  Education  with  Qualified  Teacher  Status,BEd,FullTime,0,0,3,22000,119.10526315789474
10007851,Product  Design,BA,FullTime,1,1,3,18000,76.5
10007851,Product  Design  Engineering,BSc,FullTime,1,1,3,26000,99.33333333333333
10007851,Product  Design  Engineering,BSc,PartTime,1,1,,33000,0
10007851,Professional  Culinary  Arts,FDA,PartTime,1,0,,27000,0
10007851,Professional  Culinary  Management,BA,FullTime,1,1,3,20000,96
10007851,Professional  Culinary  Management,BA,PartTime,0,0,,30000,0
10007851,Professional  Culinary  Management  with  Placement  Year,BA,FullTime,0,2,4,20000,121.0
10007851,Professional  Development  (Health  and  Social  Care),FdSc,PartTime,0,0,,24000,0
10007851,Property  Development  and  Business  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,Property  Development  and  Human  Resource  Management,BA/BSc,PartTime,1,1,,32000,0
10007851,Property  Development  and  Marketing,BA/BSc,PartTime,1,1,,30000,0
10007851,Property  Development  and  Popular  Music  Production,BA/BSc,PartTime,1,1,,33000,0
10007851,Psychology,BSc,PartTime,1,0,,23000,0
10007851,Psychology,BSc,FullTime,1,0,3,17000,97.30434782608695
10007851,Psychology  (Online  Delivery),BSc,PartTime,0,0,,23000,0
10007851,Psychology  and  Environmental  Hazards,BSc,PartTime,1,1,,23000,0
10007851,Psychology  and  Property  Development,BSc,PartTime,1,1,,23000,0
10007851,Psychology  and  Publishing,BA/BSc,PartTime,1,1,,23000,0
10007851,Psychology  and  Social  Policy,BA/BSc,PartTime,1,1,,23000,0
10007851,Psychology  and  Sociology,BA/BSc,PartTime,1,1,,23000,0
10007851,Psychology  and  Theatre  Studies,BA/BSc,PartTime,1,1,,23000,0
10007851,Psychology  with  Foundation  Year,BSc,FullTime,2,0,4,17000,80
10007851,Quantity  Surveying  and  Commercial  Management,BSc,FullTime,1,1,3,21000,83.75
10007851,Sociology,BA,FullTime,1,0,3,20000,86.0
10007851,Sociology  with  Foundation  Year,BA,FullTime,2,0,4,20000,93.33333333333333
10007851,Sound  Light  and  Live  Event  Technology,BSc,FullTime,1,1,3,26000,112
10007851,Sound  Light  and  Live  Event  Technology,BSc,PartTime,1,1,,30000,0
10007851,Sound  Light  and  Live  Event  Technology  with  Industrial  Year,BSc,FullTime,1,2,4,26000,96
10007851,Special  Educational  Needs  &  Disability  with  Foundation  Year,BA,FullTime,2,0,4,16000,105.70588235294117
10007851,Special  Educational  Needs  and  Disability,BA,FullTime,1,0,3,16000,105.70588235294117
10007851,Special  Educational  Needs  and  Disability,BA,PartTime,1,0,,21000,0
10007851,Sport  &  Exercise  Science  with  Foundation  Year,BSc,FullTime,2,0,4,17000,109.57142857142857
10007851,Sport  &  Exercise  Studies  and  Business  Management,BA,PartTime,1,1,,32000,0
10007851,Sport  &  Exercise  Studies  and  Education  Studies,BA,PartTime,1,1,,21000,0
10007851,Sport  &  Exercise  Studies  and  Human  Resource  Management,BA,PartTime,1,1,,32000,0
10007851,Sport  &  Exercise  Studies  and  Marketing,BA,PartTime,1,1,,30000,0
10007851,Sport  &  Exercise  Studies  and  Psychology,BA/BSc,PartTime,1,1,,23000,0
10007851,Sport  and  Education,BA,FullTime,1,0,3,17000,109.57142857142857
10007851,Sport  and  Education  with  Foundation  Year,BA,FullTime,2,0,4,17000,109.57142857142857
10007851,Sport  and  Exercise  Science,BSc,FullTime,1,0,3,17000,103.5
10007851,Sport  Coaching  and  Development,BA,FullTime,1,0,3,17000,109.57142857142857
10007851,Sport  Management,BA,FullTime,1,0,3,20000,115.0
10007851,Sport  Management  with  Foundation  Year,BA,FullTime,2,0,4,20000,121.0
10007851,Sport  Therapy  and  Rehabilitation,BSc,FullTime,1,0,3,17000,109.57142857142857
10007851,Sport  Therapy  and  Rehabilitation  with  Foundation  Year,BSc,FullTime,2,0,4,17000,109.57142857142857
10007851,Strength  Conditioning  and  Rehabilitation,BSc,FullTime,1,0,3,17000,109.57142857142857
10007851,Strength  Conditioning  and  Rehabilitation  with  Foundation  Year,BSc,FullTime,2,0,4,17000,109.57142857142857
10007851,Technical  Theatre,BA,FullTime,1,1,3,16000,122.0
10007851,Textile  Design,BA,FullTime,1,1,3,18000,128
10007851,Visual  Effects  and  Post-Production,BA,FullTime,0,1,3,16000,115.91304347826087
10007851,Wellness  Management,BSc,FullTime,0,1,3,20000,121.0
10007851,Wellness  Management,BSc,PartTime,0,1,,30000,0
10007851,Working  with  Young  People  and  Communities,BA,FullTime,0,0,3,24000,112
10007851,Zoology,BSc,FullTime,1,0,3,18000,108.5
10007851,Zoology  and  Education  Studies,BA/BSc,PartTime,1,1,,21000,0
10007851,Zoology  and  Psychology,BSc,PartTime,1,1,,23000,0
10007851,Zoology  with  Foundation  Year,BSc,FullTime,2,0,4,18000,106.0
10007852,Accountancy  (Hons),BAcc,FullTime,0,0,4,20000,170.0
10007852,Animation,BDes,FullTime,1,0,4,17000,167.5
10007852,Applied  Computing,BSc,FullTime,0,0,4,23000,165.0
10007852,Applied  Computing:  Human  Computer  Interaction,BSc,FullTime,0,0,3,23000,165.0
10007852,Arts  and  Social  Sciences,MA,FullTime,0,0,3,21000,162.3684210526316
10007852,Biochemistry,BSc,FullTime,0,0,4,19000,139.25
10007852,Biological  Chemistry  and  Drug  Discovery,BSc,FullTime,0,0,4,19000,179.75
10007852,Biological  Chemistry  and  Drug  Discovery  (with  a  year  in  industry),BSc,FullTime,2,0,5,19000,176
10007852,Biological  Sciences,BSc,FullTime,0,0,4,19000,202.0
10007852,Biological  Sciences  (with  a  year  in  industry),BSc,FullTime,2,0,5,19000,202.0
10007852,Biomedical  Engineering,BEng,FullTime,0,0,4,25000,161.0
10007852,Biomedical  Sciences,BSc,FullTime,0,0,4,22000,190.28571428571428
10007852,Biomedical  Sciences  (with  a  year  in  industry),BSc,FullTime,2,0,5,22000,190.28571428571428
10007852,Business  Management,BSc,FullTime,0,0,4,19000,160
10007852,Business  Management  (Accounting  and  Finance),BSc,FullTime,0,0,4,19000,151.5
10007852,Civil  Engineering,BEng,FullTime,0,0,4,25000,167.5
10007852,Civil  Engineering,MEng,FullTime,0,0,5,25000,167.5
10007852,Community  Learning  and  Development,BA,FullTime,0,0,4,21000,150.0
10007852,Computing  Science,BSc,FullTime,0,0,4,23000,160
10007852,Dentistry,BDS,FullTime,0,0,5,30000,226.14285714285714
10007852,Digital  Interaction  Design,BSc,FullTime,0,0,4,18000,131.75
10007852,Economics,MA,FullTime,0,0,4,23000,114.14285714285714
10007852,Economics,BSc,FullTime,0,0,4,23000,112
10007852,Education,MA,FullTime,0,0,4,22000,186.0
10007852,Electronic  Engineering,BEng,FullTime,0,0,4,25000,161.0
10007852,English,MA,FullTime,0,0,4,18000,122.0
10007852,English  and  Film  Studies,MA,FullTime,0,0,4,18000,128
10007852,English/NI  Law,LLB,FullTime,0,0,4,19000,112
10007852,English/NI  Law  (2  Year  Accelerated),LLB,FullTime,0,0,2,19000,173.125
10007852,Environmental  Science,BSc,FullTime,0,0,4,19000,156.5
10007852,European  Politics,MA,FullTime,0,0,4,19000,160
10007852,European  Studies,MA,FullTime,0,0,4,18000,170.0
10007852,European  Studies  and  European  Languages  and  Culture,MA,FullTime,0,0,4,18000,170.0
10007852,European  Studies  with  French,MA,FullTime,0,0,4,18000,170.0
10007852,European  Studies  with  German,MA,FullTime,0,0,4,18000,170.0
10007852,European  Studies  with  Spanish,MA,FullTime,0,0,4,18000,170.0
10007852,Finance,BFin,FullTime,0,0,4,20000,151.5
10007852,Financial  Economics,BSc,FullTime,0,0,4,23000,112
10007852,Financial  Economics,MA,FullTime,0,0,4,23000,112
10007852,Geography,BSc,FullTime,0,0,4,19000,128
10007852,Geography,MA,FullTime,0,0,4,19000,151.5
10007852,Geography  and  Environmental  Science,BSc,FullTime,0,0,4,19000,154.0
10007852,Geopolitics,MA,FullTime,0,0,4,19000,160
10007852,Graphic  Design,BDes,FullTime,1,0,4,18000,161.25
10007852,History  and  Politics,MA,FullTime,0,0,4,18000,149.0
10007852,Illustration,BDes,FullTime,1,0,4,18000,161.25
10007852,Interior  &  Environmental  Design,BDes,FullTime,0,0,4,18000,161.25
10007852,International  Business,BSc,FullTime,0,0,4,19000,124.0
10007852,International  Business,MA,FullTime,0,0,4,19000,151.5
10007852,International  Business  and  Environmental  Sustainability,MA,FullTime,0,0,4,19000,151.5
10007852,International  Business  with  E-Commerce,BSc,FullTime,0,0,4,19000,151.5
10007852,International  Business  with  Marketing,BSc,FullTime,0,0,4,19000,151.5
10007852,International  Finance,BFin,FullTime,0,0,4,20000,151.5
10007852,International  Relations  and  Politics,MA,FullTime,0,0,4,19000,167.5
10007852,Jewellery  and  Metal  Design,BDes,FullTime,1,0,4,18000,161.25
10007852,Law  (Eng/NI)  with  Oil  and  Gas  Law,LLB,FullTime,0,0,3,19000,173.125
10007852,Law  (Scots  &  English  Dual  Qualifying)  with  Oil  and  Gas  Law,LLB,FullTime,0,0,4,19000,173.125
10007852,Law  (Scots  and  English/NI)  Dual  Qualifying,LLB,FullTime,0,0,4,19000,183.5
10007852,Law  (Scots)  with  Oil  and  Gas  Law,LLB,FullTime,0,0,4,19000,173.125
10007852,Mathematical  Biology,BSc,FullTime,0,0,4,24000,128
10007852,Mathematical  Biology,MSci,FullTime,0,0,5,24000,128
10007852,Mathematics,MMath,FullTime,0,0,5,24000,128
10007852,Mathematics,BSc,FullTime,0,0,4,24000,119.5
10007852,Mechanical  Engineering,BEng,FullTime,0,0,4,25000,160.88235294117646
10007852,Medicine,MBChB,FullTime,0,0,5,30000,234.43478260869566
10007852,Microbiology,BSc,FullTime,0,0,4,19000,180.28571428571428
10007852,Molecular  Biology,BSc,FullTime,0,0,4,19000,202.0
10007852,Neuroscience,BSc,FullTime,0,0,4,19000,208
10007852,Nursing  (Adult)  (Fife),BSc,FullTime,0,0,3,22000,109.57142857142857
10007852,Nursing  (Adult)  (Tayside),BSc,FullTime,0,0,3,22000,109.57142857142857
10007852,Nursing  (Child),BSc,FullTime,0,0,3,22000,122.0
10007852,Nursing  (Mental  Health),BSc,FullTime,0,0,3,22000,108.0
10007852,Oral  Health  Sciences,BSc,FullTime,0,0,3,30000,232.47826086956522
10007852,Pharmacology,BSc,FullTime,0,0,4,22000,215.5
10007852,Physiological  Sciences,BSc,FullTime,0,0,4,22000,227.75
10007852,Politics,MA,FullTime,0,0,4,19000,171.25
10007852,Product  Design,BSc,FullTime,0,0,4,18000,151.5
10007852,Psychology,BSc,FullTime,0,0,4,17000,131.75
10007852,Psychology,MA,FullTime,0,0,4,17000,167.5
10007852,Psychology  with  German,BSc,FullTime,0,0,4,17000,147.46153846153845
10007852,Scots  Law,LLB,FullTime,0,0,4,19000,170.0
10007852,Scots  Law  (2  Year  Accelerated),LLB,FullTime,0,0,2,19000,173.125
10007852,Social  Work,BA,FullTime,0,0,4,30000,149.0
